Company,Job,Degree,Experience_Level,Years_Experience,Salary_more_than_100k,Salary_K,Employment_Type,Location,Remote_Status,Age,Performance_Rating,Bonus_Percentage,Education_Year,Gender
Spotify,IT support,bachelors,entry,0,0,68,contract,Germany,remote,27,4.8,8.1,2024,Prefer not to say
Qualcomm,mobile developer,bachelors,senior,7,1,174,part-time,India,remote,30,3.0,20.9,2022,Non-binary
Intel,systems analyst,bachelors,entry,1,1,213,contract,Australia,remote,27,4.8,0.1,2023,Male
PayPal,QA engineer,master,entry,2,0,86,full-time,UK,remote,27,4.2,2.2,2020,Female
Qualcomm,frontend developer,bachelors,lead,14,0,50,full-time,USA,hybrid,35,3.1,6.5,2015,Prefer not to say
Meta,IT support,master,lead,18,1,143,contract,India,remote,45,3.9,7.6,2018,Prefer not to say
LinkedIn,fullstack developer,phd,senior,7,1,229,full-time,Australia,hybrid,33,4.5,10.5,2017,Non-binary
Shopify,consultant,bachelors,mid,3,0,76,full-time,India,onsite,25,2.6,1.9,2023,Non-binary
Atlassian,IT support,bachelors,entry,2,0,98,contract,Germany,onsite,22,3.1,9.0,2022,Female
Tesla,marketing manager,bachelors,mid,3,1,139,full-time,Germany,onsite,28,4.5,8.6,2024,Male
Oracle,UX designer,master,entry,2,0,72,full-time,UK,onsite,26,4.5,6.2,2023,Female
Salesforce,consultant,bachelors,lead,15,1,101,full-time,UK,hybrid,35,3.9,18.5,2017,Male
Dropbox,game developer,master,senior,11,1,114,full-time,USA,hybrid,38,4.4,9.8,2011,Female
Apple,business manager,bachelors,lead,20,1,217,contract,UK,onsite,44,3.4,4.0,2024,Prefer not to say
LinkedIn,mobile developer,master,entry,1,0,61,part-time,Canada,onsite,22,2.8,4.0,2024,Female
Spotify,technical writer,bachelors,lead,17,0,70,full-time,Australia,remote,42,4.2,5.1,2012,Non-binary
Apple,business manager,phd,entry,1,0,91,part-time,Singapore,remote,24,2.5,5.9,2022,Non-binary
Shopify,business manager,master,entry,0,1,116,full-time,Canada,onsite,25,3.1,8.3,2024,Non-binary
Adobe,devops engineer,phd,mid,3,1,176,full-time,France,onsite,26,4.6,12.9,2021,Prefer not to say
Snapchat,business manager,master,lead,18,0,84,part-time,India,remote,42,2.9,0.9,2007,Female
Snapchat,game developer,phd,senior,7,0,77,part-time,France,onsite,29,4.8,0.1,2016,Prefer not to say
Microsoft,financial analyst,master,lead,16,1,160,part-time,Singapore,onsite,38,4.0,14.0,2013,Male
Shopify,AI researcher,bachelors,mid,5,1,210,contract,Germany,remote,29,4.7,8.3,2016,Non-binary
Dropbox,fullstack developer,phd,mid,6,1,134,contract,UK,remote,32,2.5,12.7,2018,Prefer not to say
Pinterest,systems analyst,bachelors,senior,12,0,95,contract,UK,onsite,37,3.4,7.9,2012,Female
Netflix,marketing manager,master,entry,1,0,86,full-time,Australia,remote,27,4.4,9.9,2021,Female
Tesla,systems analyst,master,mid,4,1,141,part-time,USA,hybrid,27,2.7,14.2,2023,Male
LinkedIn,frontend developer,phd,lead,20,1,110,contract,Singapore,hybrid,42,3.5,6.6,2014,Male
AMD,devops engineer,bachelors,entry,2,0,42,contract,Germany,onsite,22,3.1,0.7,2019,Male
Nvidia,technical writer,bachelors,mid,6,1,123,full-time,USA,onsite,27,3.1,21.3,2024,Prefer not to say
ServiceNow,database admin,bachelors,lead,18,0,65,contract,France,hybrid,42,2.8,6.9,2011,Male
AMD,consultant,bachelors,lead,18,1,102,contract,Australia,onsite,38,3.3,11.6,2018,Non-binary
Amazon,operations manager,master,mid,4,1,150,full-time,India,remote,30,2.5,23.4,2020,Non-binary
Stripe,product manager,master,senior,12,0,46,full-time,France,hybrid,38,3.2,8.2,2023,Female
Netflix,operations manager,master,lead,19,1,108,part-time,USA,onsite,45,3.0,6.3,2015,Female
Dropbox,security analyst,master,entry,1,0,46,contract,UK,remote,28,5.0,8.4,2021,Female
Salesforce,frontend developer,bachelors,entry,0,1,213,full-time,Germany,hybrid,24,4.4,1.9,2021,Female
Adobe,technical writer,master,senior,10,1,246,full-time,India,hybrid,34,3.9,24.9,2022,Non-binary
PayPal,network engineer,master,mid,4,0,66,contract,India,hybrid,24,4.2,1.7,2020,Prefer not to say
Amazon,ML engineer,bachelors,entry,2,1,186,part-time,India,hybrid,27,4.4,6.7,2024,Prefer not to say
Nvidia,QA engineer,phd,entry,0,1,222,full-time,Canada,hybrid,21,4.2,1.2,2023,Prefer not to say
Salesforce,cloud architect,master,senior,7,1,201,contract,India,remote,33,3.9,11.3,2019,Prefer not to say
Atlassian,financial analyst,master,mid,4,0,65,part-time,USA,hybrid,25,4.1,8.8,2024,Non-binary
Microsoft,business manager,master,lead,14,1,102,part-time,India,hybrid,38,2.6,11.4,2012,Male
Nvidia,technical writer,master,lead,13,1,158,full-time,USA,hybrid,36,3.2,10.6,2017,Female
Intel,project manager,phd,lead,19,1,220,part-time,Australia,onsite,40,4.8,4.6,2019,Prefer not to say
Atlassian,consultant,master,senior,11,0,68,full-time,Australia,hybrid,37,3.0,7.6,2014,Male
Spotify,mobile developer,bachelors,lead,15,1,231,full-time,India,hybrid,42,2.6,21.1,2014,Male
Twitter,business manager,bachelors,entry,1,0,81,part-time,USA,onsite,27,4.4,5.5,2021,Prefer not to say
AMD,HR manager,bachelors,mid,6,0,88,full-time,Germany,onsite,28,4.8,6.8,2024,Prefer not to say
Zoom,systems analyst,phd,mid,3,0,83,part-time,Germany,hybrid,25,2.8,1.5,2022,Female
Qualcomm,product manager,master,entry,1,0,79,part-time,Germany,remote,25,3.5,2.9,2024,Female
Atlassian,product manager,phd,mid,3,1,128,contract,USA,hybrid,27,4.4,15.3,2021,Prefer not to say
Intel,AI researcher,bachelors,entry,2,0,68,part-time,India,remote,25,3.4,10.0,2020,Female
Nvidia,network engineer,phd,senior,7,0,84,part-time,Australia,onsite,29,4.2,7.4,2017,Male
Spotify,database admin,bachelors,lead,17,0,82,part-time,Canada,onsite,40,2.8,8.8,2008,Male
Intel,ML engineer,master,mid,5,0,40,part-time,Australia,hybrid,28,4.4,1.1,2024,Female
Snapchat,UX designer,bachelors,lead,13,1,232,full-time,UK,hybrid,34,2.9,3.8,2019,Prefer not to say
Snapchat,consultant,master,senior,7,0,82,part-time,UK,hybrid,27,2.9,5.1,2015,Non-binary
Snapchat,ML engineer,master,senior,11,1,100,full-time,UK,onsite,37,4.2,18.0,2018,Male
Zoom,project manager,master,lead,13,1,235,full-time,Australia,remote,35,3.1,3.0,2023,Female
Tesla,backend developer,master,senior,11,1,197,contract,USA,onsite,33,3.1,25.0,2014,Prefer not to say
Amazon,marketing manager,bachelors,senior,8,0,59,part-time,Canada,onsite,30,4.7,2.1,2015,Male
ServiceNow,business manager,bachelors,lead,15,1,241,contract,Australia,onsite,39,3.6,20.6,2023,Female
Snapchat,mobile developer,master,entry,1,0,55,full-time,Singapore,hybrid,27,2.8,7.6,2022,Male
IBM,cloud architect,phd,lead,14,1,236,contract,Australia,hybrid,41,4.4,7.0,2024,Female
Dropbox,frontend developer,master,mid,6,1,227,full-time,UK,onsite,29,3.4,23.5,2018,Prefer not to say
Tesla,business manager,bachelors,lead,20,1,235,full-time,France,hybrid,46,4.0,3.2,2006,Non-binary
ServiceNow,consultant,phd,mid,5,0,51,full-time,USA,remote,31,2.9,4.1,2020,Female
Intel,financial analyst,master,entry,2,0,77,contract,Germany,remote,28,3.0,3.4,2020,Female
Tesla,QA engineer,phd,lead,20,1,226,contract,India,onsite,47,3.0,22.9,2011,Male
Apple,cloud architect,master,mid,5,1,163,full-time,UK,hybrid,26,3.0,13.2,2021,Male
Meta,HR manager,bachelors,entry,1,0,59,full-time,Canada,onsite,21,4.9,7.0,2021,Female
Zoom,UX designer,phd,mid,3,0,53,full-time,Singapore,remote,27,2.5,5.2,2020,Prefer not to say
Meta,ML engineer,phd,lead,19,1,183,full-time,USA,hybrid,45,2.9,19.6,2020,Non-binary
Oracle,AI researcher,phd,mid,4,1,186,full-time,Canada,remote,27,3.9,12.1,2021,Prefer not to say
LinkedIn,security analyst,phd,lead,13,0,81,full-time,Singapore,hybrid,38,3.8,8.8,2023,Prefer not to say
Nvidia,ML engineer,bachelors,lead,14,1,234,part-time,India,onsite,40,3.3,12.0,2015,Male
Nvidia,game developer,master,lead,15,1,181,contract,Canada,remote,38,4.1,12.1,2014,Prefer not to say
Google,data scientist,master,lead,15,1,118,contract,UK,hybrid,42,2.7,10.5,2019,Male
Stripe,QA engineer,phd,entry,1,0,52,part-time,India,hybrid,24,2.6,3.0,2024,Non-binary
Adobe,consultant,master,senior,9,0,71,part-time,Germany,remote,35,3.6,9.6,2018,Female
Oracle,product manager,bachelors,lead,14,1,220,contract,France,onsite,34,3.9,19.5,2013,Male
Stripe,cloud architect,phd,mid,3,0,57,part-time,Singapore,hybrid,28,3.0,2.6,2020,Male
Uber,software engineer,master,senior,12,0,87,part-time,Singapore,hybrid,33,4.7,4.5,2020,Prefer not to say
Nvidia,AI researcher,phd,entry,1,1,221,contract,Singapore,remote,21,3.2,14.7,2024,Non-binary
Atlassian,UX designer,bachelors,senior,8,0,78,full-time,Australia,remote,30,2.7,5.4,2014,Female
Intel,mobile developer,bachelors,entry,2,0,75,full-time,France,onsite,28,4.9,6.3,2019,Male
Airbnb,network engineer,bachelors,mid,5,0,45,contract,Germany,hybrid,31,4.2,7.1,2021,Female
Oracle,fullstack developer,master,mid,4,1,219,full-time,Australia,hybrid,28,4.6,12.6,2020,Male
Spotify,data scientist,phd,lead,13,1,130,full-time,Germany,onsite,34,4.6,20.6,2014,Non-binary
Amazon,product manager,bachelors,mid,3,1,185,contract,Germany,onsite,27,3.3,1.2,2022,Prefer not to say
Netflix,backend developer,bachelors,entry,0,0,58,part-time,Germany,onsite,27,4.2,1.6,2024,Non-binary
LinkedIn,project manager,phd,entry,1,1,193,contract,Germany,hybrid,25,3.7,17.5,2024,Female
Amazon,operations manager,bachelors,senior,11,1,246,contract,Australia,onsite,36,3.1,6.8,2009,Prefer not to say
Meta,consultant,master,mid,6,1,100,full-time,India,remote,31,4.9,3.4,2018,Male
Google,business manager,master,lead,13,0,53,part-time,Germany,onsite,39,3.5,3.3,2023,Prefer not to say
Microsoft,HR manager,master,mid,5,0,42,contract,USA,onsite,27,3.8,6.4,2018,Non-binary
LinkedIn,network engineer,phd,entry,2,0,42,full-time,Singapore,remote,23,2.6,7.4,2024,Female
Meta,software engineer,phd,senior,8,1,217,contract,UK,onsite,33,3.7,14.9,2021,Male
Intel,data scientist,bachelors,lead,20,1,189,full-time,USA,hybrid,47,4.2,6.4,2016,Female
Oracle,UX designer,phd,senior,9,1,157,part-time,Singapore,remote,30,3.9,15.8,2023,Prefer not to say
Snapchat,technical writer,phd,mid,5,0,88,contract,UK,hybrid,30,5.0,1.6,2023,Non-binary
Apple,project manager,phd,lead,19,1,197,full-time,India,remote,39,4.9,10.2,2011,Female
Airbnb,financial analyst,bachelors,lead,15,1,207,full-time,Singapore,remote,41,2.8,8.8,2022,Non-binary
Google,product manager,master,mid,6,1,158,part-time,Singapore,hybrid,27,3.7,2.3,2018,Male
Uber,operations manager,phd,entry,1,1,177,contract,USA,remote,22,3.1,8.2,2023,Non-binary
Stripe,HR manager,master,senior,9,1,219,full-time,Australia,hybrid,29,4.3,3.1,2013,Male
AMD,fullstack developer,master,lead,18,1,199,part-time,India,onsite,39,3.1,22.0,2005,Prefer not to say
Snapchat,backend developer,phd,lead,13,1,195,contract,France,remote,40,4.4,24.3,2013,Prefer not to say
Zoom,fullstack developer,bachelors,senior,12,0,46,full-time,Germany,remote,34,2.6,3.6,2009,Female
Tesla,consultant,bachelors,lead,15,0,53,full-time,Singapore,hybrid,41,3.1,1.9,2007,Female
Nvidia,mobile developer,bachelors,lead,15,1,166,contract,Singapore,hybrid,37,3.7,5.9,2019,Female
Snapchat,business manager,bachelors,mid,3,0,76,full-time,Germany,hybrid,24,4.2,0.0,2018,Female
PayPal,game developer,bachelors,senior,9,1,226,contract,France,onsite,30,4.0,3.7,2015,Male
Oracle,IT support,master,entry,2,0,61,contract,Canada,hybrid,24,2.6,9.3,2022,Prefer not to say
Tesla,network engineer,bachelors,entry,1,1,172,full-time,UK,remote,24,4.2,4.6,2021,Female
Spotify,operations manager,master,lead,14,1,206,full-time,France,hybrid,34,3.5,7.5,2009,Male
Google,devops engineer,phd,senior,7,1,185,full-time,Canada,remote,32,4.1,19.9,2022,Non-binary
Square,IT support,bachelors,lead,13,0,48,part-time,Singapore,hybrid,40,2.5,6.5,2011,Prefer not to say
Uber,marketing manager,master,lead,13,1,210,contract,Singapore,remote,35,4.6,6.1,2012,Female
Snapchat,consultant,master,senior,9,0,76,contract,Canada,hybrid,36,3.3,4.9,2015,Female
Uber,devops engineer,phd,lead,17,1,119,part-time,Singapore,onsite,41,4.8,12.7,2023,Non-binary
Google,consultant,master,mid,6,0,58,full-time,Canada,remote,29,2.8,2.2,2020,Prefer not to say
Meta,sales executive,bachelors,entry,0,0,61,part-time,Canada,onsite,24,4.8,2.3,2024,Male
Netflix,backend developer,master,lead,15,0,48,part-time,India,onsite,38,4.9,7.0,2015,Prefer not to say
Netflix,IT support,phd,mid,6,1,229,contract,Germany,remote,33,4.6,19.4,2022,Female
Qualcomm,database admin,phd,lead,17,1,117,full-time,Singapore,onsite,43,2.6,17.4,2018,Non-binary
Intel,UX designer,master,senior,12,1,183,contract,Germany,onsite,38,3.6,6.7,2012,Prefer not to say
Atlassian,backend developer,phd,mid,6,0,49,full-time,Australia,hybrid,29,4.5,0.5,2024,Female
Amazon,HR manager,master,mid,5,1,191,full-time,France,onsite,30,3.6,12.7,2020,Non-binary
Pinterest,database admin,master,senior,9,0,96,contract,Australia,hybrid,36,2.7,9.7,2020,Prefer not to say
Adobe,software engineer,bachelors,entry,1,1,233,contract,Canada,onsite,27,4.6,7.3,2024,Non-binary
AMD,HR manager,master,senior,8,1,165,contract,India,hybrid,32,2.7,12.8,2015,Prefer not to say
Google,business manager,bachelors,mid,6,0,41,part-time,USA,hybrid,29,4.6,8.7,2023,Prefer not to say
Nvidia,financial analyst,bachelors,entry,1,0,49,part-time,USA,onsite,24,4.1,0.6,2024,Non-binary
Airbnb,AI researcher,phd,mid,5,0,87,full-time,Canada,remote,26,3.2,5.8,2020,Prefer not to say
Dropbox,AI researcher,master,lead,15,0,93,part-time,Singapore,hybrid,39,5.0,5.6,2021,Female
Intel,AI researcher,master,entry,0,1,218,contract,India,hybrid,23,4.4,9.4,2022,Prefer not to say
Uber,software engineer,phd,senior,8,1,246,contract,UK,onsite,32,2.5,8.4,2016,Male
Pinterest,financial analyst,bachelors,mid,5,0,49,part-time,Singapore,remote,25,4.9,3.5,2016,Female
Uber,security analyst,phd,entry,1,1,139,contract,France,remote,21,2.7,18.6,2022,Prefer not to say
Salesforce,network engineer,master,lead,14,1,179,contract,Germany,onsite,35,4.7,18.4,2008,Female
Google,database admin,phd,mid,6,1,231,part-time,Australia,remote,30,3.9,4.0,2021,Female
Google,fullstack developer,phd,senior,12,1,171,part-time,Canada,hybrid,34,3.5,12.0,2016,Female
Shopify,operations manager,bachelors,entry,2,0,53,contract,France,hybrid,23,2.7,8.1,2018,Male
Airbnb,database admin,bachelors,senior,9,0,92,full-time,Australia,onsite,34,3.3,6.2,2015,Male
ServiceNow,business manager,bachelors,mid,4,0,81,contract,UK,remote,31,3.6,5.0,2024,Female
Nvidia,project manager,phd,entry,1,1,180,full-time,France,onsite,25,3.9,15.9,2024,Non-binary
Qualcomm,systems analyst,master,senior,10,1,207,full-time,France,hybrid,37,3.3,14.8,2023,Male
Square,devops engineer,master,entry,1,1,226,contract,Australia,onsite,21,4.0,9.2,2021,Female
Dropbox,network engineer,bachelors,senior,10,0,53,part-time,UK,remote,30,4.9,6.9,2018,Male
Nvidia,systems analyst,master,entry,2,1,107,full-time,UK,onsite,27,2.7,22.0,2020,Male
ServiceNow,systems analyst,phd,lead,14,0,72,part-time,USA,remote,36,4.1,4.9,2012,Prefer not to say
Shopify,sales executive,bachelors,lead,20,1,137,part-time,Australia,hybrid,42,3.9,22.3,2017,Non-binary
Pinterest,UX designer,phd,lead,18,1,111,full-time,Germany,hybrid,44,3.3,12.8,2011,Female
Oracle,technical writer,phd,lead,20,0,55,full-time,Singapore,remote,41,4.6,6.6,2018,Male
Oracle,QA engineer,phd,entry,1,0,68,part-time,India,hybrid,21,2.8,0.9,2023,Female
Stripe,IT support,master,senior,11,1,237,full-time,USA,remote,34,4.9,7.8,2020,Prefer not to say
Snapchat,frontend developer,bachelors,mid,5,0,94,full-time,Australia,remote,25,3.5,9.9,2023,Non-binary
Dropbox,mobile developer,phd,entry,2,1,212,part-time,India,onsite,29,3.6,1.3,2023,Female
Zoom,mobile developer,phd,senior,9,1,167,contract,Australia,hybrid,35,3.9,7.3,2021,Prefer not to say
Salesforce,IT support,bachelors,entry,0,1,181,contract,Singapore,remote,27,4.4,12.7,2023,Male
Twitter,project manager,master,lead,15,0,82,part-time,USA,remote,42,2.8,3.9,2007,Female
Meta,systems analyst,bachelors,senior,12,1,177,part-time,Canada,remote,34,3.1,7.5,2012,Non-binary
Airbnb,technical writer,phd,senior,10,1,199,part-time,India,hybrid,30,4.8,7.5,2018,Prefer not to say
Intel,marketing manager,phd,entry,2,0,62,contract,Australia,onsite,26,2.7,6.3,2022,Male
Amazon,operations manager,bachelors,senior,8,0,44,full-time,Germany,hybrid,29,3.9,0.7,2020,Male
Zoom,mobile developer,master,senior,12,0,96,part-time,France,onsite,32,4.0,8.2,2021,Prefer not to say
Salesforce,software engineer,phd,mid,4,0,74,part-time,UK,hybrid,30,4.2,10.0,2023,Male
AMD,consultant,phd,senior,12,1,249,part-time,Australia,onsite,38,4.5,2.9,2021,Prefer not to say
Qualcomm,operations manager,bachelors,lead,14,1,100,contract,USA,hybrid,36,4.4,22.9,2016,Female
Meta,game developer,bachelors,mid,4,0,57,part-time,Germany,remote,24,4.7,2.1,2017,Prefer not to say
Atlassian,financial analyst,master,senior,7,0,70,part-time,Australia,onsite,34,2.7,1.5,2020,Non-binary
Apple,security analyst,master,entry,0,1,189,part-time,India,hybrid,21,3.3,9.9,2023,Prefer not to say
Meta,consultant,master,entry,0,0,71,full-time,Singapore,hybrid,22,3.0,5.7,2023,Prefer not to say
IBM,systems analyst,bachelors,mid,6,0,94,contract,USA,remote,30,3.2,0.4,2021,Non-binary
Netflix,fullstack developer,master,senior,8,1,169,full-time,UK,onsite,32,3.1,13.7,2017,Female
Airbnb,network engineer,bachelors,entry,0,0,54,contract,France,hybrid,21,4.8,2.8,2024,Non-binary
Salesforce,systems analyst,bachelors,mid,5,1,250,contract,Canada,onsite,32,3.8,14.7,2019,Female
Meta,consultant,phd,entry,1,1,173,contract,USA,hybrid,24,3.7,10.9,2024,Female
Stripe,database admin,master,entry,2,1,237,full-time,Canada,remote,29,2.7,5.2,2024,Non-binary
Amazon,security analyst,bachelors,lead,15,1,126,contract,USA,hybrid,35,4.5,1.9,2010,Male
LinkedIn,backend developer,master,senior,9,1,216,contract,Australia,hybrid,29,4.1,16.3,2024,Female
Dropbox,systems analyst,phd,mid,3,0,63,full-time,USA,remote,27,4.3,2.0,2021,Male
Netflix,devops engineer,bachelors,mid,5,1,185,part-time,Canada,onsite,25,3.3,20.8,2022,Non-binary
Apple,UX designer,bachelors,entry,0,0,46,contract,USA,remote,25,3.1,7.4,2020,Female
Apple,consultant,master,lead,15,1,132,full-time,UK,remote,37,3.2,0.8,2014,Female
Netflix,backend developer,bachelors,entry,2,1,107,contract,Canada,onsite,23,4.3,18.9,2018,Male
PayPal,devops engineer,master,senior,7,1,149,full-time,Germany,onsite,30,2.9,4.5,2018,Male
Netflix,cloud architect,phd,senior,10,1,172,contract,India,remote,35,3.0,4.6,2018,Non-binary
LinkedIn,operations manager,master,entry,2,1,210,full-time,Germany,remote,28,3.2,18.6,2020,Non-binary
AMD,mobile developer,master,lead,16,0,57,part-time,Canada,remote,41,4.1,8.3,2013,Prefer not to say
Oracle,frontend developer,bachelors,lead,18,1,244,contract,Germany,hybrid,39,3.7,22.4,2019,Non-binary
Shopify,ML engineer,phd,entry,1,0,59,part-time,Australia,hybrid,22,3.7,9.9,2024,Female
Shopify,systems analyst,phd,senior,10,1,169,full-time,Australia,hybrid,36,4.3,16.7,2019,Female
Meta,mobile developer,phd,senior,9,1,151,part-time,France,hybrid,35,4.8,3.8,2023,Non-binary
Amazon,marketing manager,phd,lead,19,0,52,part-time,Singapore,hybrid,42,3.2,9.4,2015,Prefer not to say
Uber,fullstack developer,master,mid,6,0,90,part-time,Canada,hybrid,27,4.3,1.5,2017,Female
AMD,sales executive,master,mid,3,0,46,part-time,Germany,onsite,29,4.1,6.9,2024,Male
Google,project manager,bachelors,lead,20,1,142,full-time,UK,remote,40,3.2,15.3,2009,Male
Intel,fullstack developer,master,mid,3,1,173,full-time,UK,remote,29,4.0,7.4,2021,Prefer not to say
Oracle,ML engineer,master,mid,4,0,64,part-time,Canada,hybrid,28,4.4,2.1,2018,Female
Qualcomm,business manager,phd,senior,11,1,167,full-time,India,onsite,32,2.8,16.1,2013,Prefer not to say
Twitter,operations manager,bachelors,lead,13,0,66,contract,Australia,remote,36,3.3,6.0,2023,Male
Apple,marketing manager,master,entry,2,1,163,full-time,Germany,onsite,26,4.0,19.0,2024,Female
Nvidia,security analyst,master,mid,6,0,93,contract,India,onsite,33,4.5,9.6,2020,Male
Microsoft,IT support,phd,senior,7,1,211,full-time,Canada,onsite,34,3.0,1.8,2020,Male
Intel,software engineer,master,entry,1,1,141,full-time,Canada,remote,21,3.8,20.8,2021,Prefer not to say
Intel,network engineer,bachelors,entry,0,0,58,part-time,India,remote,22,4.9,7.7,2022,Non-binary
Airbnb,security analyst,bachelors,entry,0,0,67,full-time,Canada,onsite,21,3.7,9.8,2024,Prefer not to say
Tesla,network engineer,master,entry,1,1,125,full-time,USA,hybrid,22,2.8,21.9,2024,Non-binary
Meta,UX designer,master,entry,2,0,75,full-time,India,hybrid,23,2.7,1.3,2020,Prefer not to say
Oracle,business manager,master,entry,1,0,70,part-time,Germany,hybrid,26,3.5,8.6,2023,Male
Airbnb,game developer,bachelors,entry,2,0,47,part-time,UK,remote,28,4.5,10.0,2023,Female
Apple,technical writer,master,entry,0,0,98,full-time,UK,remote,25,3.3,4.1,2022,Prefer not to say
Intel,product manager,master,senior,9,1,144,contract,India,onsite,36,3.3,1.9,2022,Non-binary
Spotify,fullstack developer,bachelors,lead,17,0,73,part-time,USA,hybrid,42,3.5,2.8,2006,Female
Google,technical writer,bachelors,senior,12,1,202,contract,France,hybrid,35,3.4,12.6,2020,Female
Snapchat,fullstack developer,bachelors,lead,15,1,192,full-time,USA,hybrid,41,2.6,9.6,2024,Prefer not to say
Pinterest,data scientist,bachelors,senior,7,0,93,part-time,UK,remote,30,5.0,3.8,2014,Prefer not to say
Adobe,data scientist,phd,lead,13,1,205,full-time,France,onsite,39,4.0,16.8,2012,Male
Meta,network engineer,bachelors,entry,0,0,72,contract,Germany,remote,21,3.4,7.9,2023,Female
Meta,network engineer,bachelors,mid,5,0,40,full-time,India,hybrid,29,3.3,1.6,2021,Non-binary
Microsoft,software engineer,master,entry,2,1,168,full-time,Germany,onsite,29,4.5,5.7,2024,Male
IBM,backend developer,bachelors,senior,10,1,137,full-time,Australia,onsite,32,3.8,3.3,2011,Male
Salesforce,sales executive,phd,senior,7,1,218,contract,India,remote,30,2.8,13.5,2023,Male
Apple,AI researcher,master,senior,11,1,185,full-time,India,onsite,33,4.4,2.4,2014,Non-binary
Spotify,network engineer,master,lead,15,0,75,contract,USA,remote,35,2.7,5.1,2007,Female
Intel,cloud architect,master,lead,13,1,158,part-time,Germany,onsite,40,4.0,2.9,2020,Male
Dropbox,backend developer,phd,lead,16,0,92,contract,Singapore,onsite,42,3.9,3.2,2014,Non-binary
ServiceNow,project manager,master,senior,11,0,88,part-time,Australia,remote,35,3.9,7.4,2011,Prefer not to say
Twitter,ML engineer,bachelors,senior,11,0,78,contract,Australia,remote,37,3.4,7.3,2012,Non-binary
Qualcomm,cloud architect,bachelors,lead,13,1,121,contract,Canada,hybrid,39,2.9,10.4,2017,Prefer not to say
Salesforce,systems analyst,phd,entry,2,1,105,full-time,India,remote,26,3.7,10.0,2023,Prefer not to say
Adobe,UX designer,master,lead,13,1,236,full-time,Germany,onsite,37,3.0,18.6,2016,Female
Salesforce,database admin,bachelors,entry,2,1,132,contract,Canada,remote,26,4.3,8.6,2018,Prefer not to say
Oracle,network engineer,master,senior,11,1,107,contract,UK,remote,37,4.6,14.1,2018,Male
Adobe,marketing manager,master,lead,16,1,156,full-time,UK,onsite,38,4.5,16.9,2015,Non-binary
ServiceNow,cloud architect,bachelors,senior,8,0,73,part-time,Australia,remote,34,2.6,0.2,2022,Prefer not to say
Netflix,frontend developer,phd,entry,1,1,175,contract,Australia,onsite,23,2.8,3.3,2023,Male
Qualcomm,network engineer,bachelors,entry,2,0,51,contract,Australia,hybrid,28,4.0,4.7,2018,Male
Nvidia,business manager,master,entry,0,1,250,full-time,UK,onsite,22,2.6,13.3,2023,Male
Meta,data scientist,master,entry,0,0,76,part-time,France,onsite,23,3.1,3.7,2024,Prefer not to say
Amazon,AI researcher,bachelors,entry,0,1,248,full-time,India,hybrid,25,2.7,3.7,2022,Prefer not to say
Stripe,project manager,bachelors,senior,9,0,40,contract,USA,onsite,36,5.0,8.1,2022,Female
Salesforce,game developer,master,mid,3,0,64,full-time,Singapore,hybrid,30,4.8,5.3,2024,Non-binary
Intel,UX designer,master,senior,12,1,130,full-time,Canada,hybrid,36,3.0,15.4,2010,Male
Pinterest,operations manager,master,lead,18,1,114,contract,UK,remote,43,4.1,16.2,2011,Male
Google,game developer,phd,mid,5,1,222,part-time,UK,hybrid,25,4.2,19.9,2020,Male
Meta,cloud architect,bachelors,entry,2,1,213,contract,Singapore,hybrid,22,4.1,11.9,2021,Female
Nvidia,business manager,bachelors,mid,5,0,77,part-time,Singapore,remote,27,4.7,3.8,2016,Non-binary
AMD,cloud architect,master,entry,0,1,179,full-time,Singapore,remote,23,2.6,23.5,2024,Prefer not to say
PayPal,cloud architect,phd,mid,3,1,153,full-time,Australia,hybrid,25,3.6,15.0,2020,Prefer not to say
LinkedIn,devops engineer,bachelors,lead,14,0,71,part-time,Germany,onsite,37,3.7,3.4,2022,Non-binary
ServiceNow,database admin,bachelors,entry,1,1,107,full-time,Australia,hybrid,27,2.9,10.7,2022,Female
Qualcomm,consultant,bachelors,senior,10,0,51,full-time,France,hybrid,34,4.9,2.2,2012,Female
Dropbox,technical writer,phd,lead,19,0,79,contract,UK,hybrid,46,3.2,4.4,2015,Prefer not to say
Netflix,security analyst,phd,senior,7,1,105,part-time,Australia,hybrid,31,4.1,7.9,2018,Female
Oracle,HR manager,phd,senior,12,1,113,full-time,UK,remote,38,4.4,21.9,2013,Prefer not to say
LinkedIn,cloud architect,phd,senior,10,1,249,part-time,UK,hybrid,33,4.2,6.7,2022,Male
Twitter,sales executive,master,lead,13,0,51,part-time,Singapore,remote,35,3.2,4.9,2024,Non-binary
Spotify,fullstack developer,phd,lead,17,1,113,full-time,Canada,remote,44,3.0,16.2,2008,Female
Salesforce,operations manager,phd,mid,4,1,114,full-time,France,hybrid,28,2.7,23.1,2021,Prefer not to say
Google,HR manager,bachelors,lead,15,1,233,part-time,USA,remote,41,2.5,1.7,2020,Female
Dropbox,IT support,bachelors,senior,8,0,64,part-time,France,onsite,32,3.0,9.9,2021,Prefer not to say
Pinterest,systems analyst,master,entry,2,1,238,part-time,USA,hybrid,28,4.3,16.0,2023,Prefer not to say
Shopify,QA engineer,phd,senior,10,0,96,part-time,USA,remote,32,3.9,3.7,2018,Non-binary
